Date,Band,date.x,month.x,Microfilaria_Infected,num_fieldsinspected,field1_erythrocytes,field2_erythrocytes,field3_erythrocytes,field4_erythrocytes,field5_erythrocytes,average_erythrocytes,total_erythrocytes,heterophil,lymphocyte,eosinophil,thrombocyte,monocyte,basophil,H.L_ratio,total_leukocyte,notes,Species,Extraction_date,MF,pox_type,Sex,PCR_sex,use_sex,Plumage,Estado.reproductivo,Beak_length,Beak_depth,Beak_width,Tarsus,Wing.Chord,Mass,Pox_IUR,Pox_scale,Pox_size_lesion,season,trad_season,wet_dry,month.y,Microscopy,PCR,Body_condition
11-Mar-24,SMC072,30-Jun-23,June,U,25,440,430,548,541,384,468.6,11715,4,145,0,17,15,2,0.027586207,183,,GAMO,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,6,mic,NA,55.51811975
11-Mar-24,SMC082,3-Aug-23,August,U,25,382,340,394,600,482,439.6,10990,6,245,0,12,7,1,0.024489796,271,,GAMO,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,8,mic,NA,55.04732724
14-Mar-24,SMC083,3-Aug-23,August,U,25,460,446,393,522,354,435,10875,4,24,0,9,1,0,0.166666667,38,,GAMO,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,8,mic,NA,38.45263956
14-Mar-24,SMA1513,3-Aug-23,August,U,25,421,413,313,305,365,363.4,9085,5,81,0,26,4,0,0.061728395,116,,FUL,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,2,2,dry,8,mic,NA,11.09998462
14-Mar-24,SMC081,3-Aug-23,August,U,25,442,439,433,377,311,400.4,10010,6,205,0,29,4,0,0.029268293,244,,GAMO,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,2,2,dry,8,mic,NA,49.4816772
19-Mar-24,SMC084,8-Aug-23,August,U,25,484,327,304,365,345,365,9125,1,242,1,39,5,0,0.004132231,288,,GAMO,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,2,2,dry,8,mic,NA,43.31560138
19-Mar-24,SMA1524,8-Aug-23,August,U,25,677,649,538,455,526,569,14225,10,75,5,6,5,0,0.133333333,101,,FUL,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,2,2,dry,8,mic,NA,13.83169883
20-Mar-24,SMA1527,8-Aug-23,August,U,25,603,532,615,518,498,553.2,13830,13,28,0,0,0,0,0.464285714,41,,FUL,NA,neg,NA,F,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,2,2,dry,8,mic,NA,13.89583447
20-Mar-24,SMA1544,10-Aug-23,August,U,25,640,677,456,497,477,549.4,13735,6,64,0,13,0,1,0.09375,84,,FUL,NA,neg,NA,M,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,8,mic,NA,15.02344007
21-Mar-24,SMA1415,30-Jun-23,June,U,25,359,352,475,485,447,423.6,10590,0,21,0,4,2,0,0,27,,PAR,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,6,mic,NA,11.16804674
21-Mar-24,SMA1412,30-Jun-23,June,U,25,361,351,361,540,590,440.6,11015,5,71,1,0,5,0,0.070422535,82,,PAR,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,6,mic,NA,11.84027215
2-Apr-24,SMA1525,8-Aug-23,August,U,25,385,410,349,388,372,380.8,9520,12,35,0,0,3,0,0.342857143,50,,PAR,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,2,2,dry,8,mic,NA,11.63045443
2-Apr-24,SMA1528,8-Aug-23,August,U,25,520,499,566,521,595,540.2,13505,11,28,0,30,6,0,0.392857143,75,,PAR,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,8,mic,NA,10.91346232
2-Apr-24,SMA1520,8-Aug-23,August,U,25,547,569,549,491,495,530.2,13255,4,36,1,20,6,0,0.111111111,67,,PAR,3-Jul-24,neg,#N/A,U,M,M,0,0,7.56,7.02,4.76,19.15,65,12.37,U,NA,NA,2,2,dry,8,mic,PCR,12.20386929
2-Apr-24,SMS1540,20-Aug-23,August,U,25,418,498,550,547,430,488.6,12215,4,19,0,0,1,0,0.210526316,24,,PAR,NA,neg,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,8,mic,NA,11.55454544
10-Apr-24,SM2321,23-Aug-23,August,I,25,480,537,533,410,429,477.8,11945,8,96,4,0,0,0,0.083333333,108,,FOR,NA,pos,NA,M,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,8,mic,NA,19.74641944
10-Apr-24,SMA1586,5-Sep-23,September,I,25,450,410,433,456,570,463.8,11595,1,72,4,16,1,0,0.013888889,94,,FUL,NA,pos,NA,M,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,3,2,dry,9,mic,NA,13.45931708
11-Apr-24,SMA1564,17-Aug-23,August,I,25,417,550,673,558,325,504.6,12615,5,20,0,0,1,0,0.25,26,,FUL,NA,pos,NA,U,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,2,2,dry,8,mic,NA,11.05704205
11-Apr-24,SMA1571,23-Aug-23,August,I,25,436,525,498,522,639,524,13100,10,55,5,6,3,0,0.181818182,79,,SCA,NA,pos,NA,M,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,2,2,dry,8,mic,NA,20.82195329
NA,SMA1259,2-Feb-23,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,neg,#N/A,U, M,M,0,0,8.46,7.9,7.01,17.94,59,14.69,R,NA,NA,1,1,wet,2,NA,PCR,14.35614741
NA,SMA1287,7-Feb-23,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,2-Jul-24,pos,Ref 2,U,F,F,0,0,9.92,7.35,5.58,18.62,60,12.38,I,D,NA,1,1,wet,2,NA,PCR,11.6631266
NA,SM1923,11-Apr-23,Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,3-Jul-24,pos,#N/A,F,F,F,0,BP,14.04,7.97,6.11,21.47,68,21.36,I,B,4.5,1,1,wet,4,NA,PCR,19.78628123
NA,SMC025,14-Apr-23,Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,15-May-24,neg,#N/A,F,F,F,0,BP,12.18,NA,NA,31.2,105,40.86,U,NA,NA,1,1,wet,4,NA,PCR,49.03496383
NA,SMC026,14-Apr-23,Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,4-Jun-24,pos,#N/A,U,F,F,0,0,12.9,NA,NA,35.1,101,44.56,I,D,10.7,1,1,wet,4,NA,PCR,36.69800435
NA,SMC036,12-May-23,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,15-May-24,neg,#N/A,M,M,M,0,CP1,15.8,NA,NA,34.9,106,43.91,R,NA,NA,1,1,wet,5,NA,PCR,36.82930142
NA,SMC045,6-Jun-23,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,5-Jun-24,pos,#N/A,U,F,F,0,0,15.2,NA,NA,35.7,101,45.91,U,NA,NA,2,2,dry,6,NA,PCR,35.81579798
NA,SMC055,13-Jun-23,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,30-May-24,neg,Ref 1,U,M,M,0,0,13.93,NA,NA,35.18,106,45.58,I,A,6.5,2,2,dry,6,NA,PCR,37.26585796
NA,SM2101,21-Jun-23,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,17-May-24,pos,#N/A,M,M,M,5,0,10.66,11.19,7.55,28.85,81,23.9,R,NA,NA,2,2,dry,6,NA,PCR,19.69619772
NA,SMC070,24-Jun-23,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,30-May-24,pos,#N/A,U,F,F,0,0,17.24,NA,NA,31.48,100,39.24,U,NA,NA,2,2,dry,6,NA,PCR,45.76501096
NA,SM2108,28-Jun-23,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,16-May-24,pos,#N/A,M,M,M,4,CP1,10.24,10.21,5.71,25.53,78,36,R,NA,NA,2,2,dry,6,NA,PCR,34.67830999
NA,SM2119,29-Jun-23,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,3-Jul-24,pos,#N/A,F,F,F,0,BP,14.65,8.61,6.6,20.3,65,20.88,R,NA,NA,2,2,dry,6,NA,PCR,20.48342947
NA,SM2120,29-Jun-23,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,3-Jul-24,pos,#N/A,M,M,M,5,CP1,15.98,9.67,7.14,21.75,70,21.37,R,NA,NA,2,2,dry,6,NA,PCR,19.53474219
NA,SMC071,30-Jun-23,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,2-Jul-24,pos,#N/A,F,F,F,0,BP,14.88,14.54,8.83,22.68,74,29.22,R,NA,NA,2,2,dry,6,NA,PCR,22.80430449
NA,SM2160,4-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,pos,#N/A,M,M,M,2,0,12.87,11.87,7.39,21.09,69,19.42,I,B,6.52,2,2,dry,7,NA,PCR,17.74352735
NA,SM2165,4-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,2-Jul-24,pos,#N/A,U,F,F,0,0,12.8,10.9,6.9,20.3,64,17.52,R,NA,NA,2,2,dry,7,NA,PCR,17.38925234
NA,SM2155,4-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,3-Jul-24,pos,#N/A,M,M,M,2,0,16.74,9.07,6.74,21.18,70,19.08,I,A,4.34,2,2,dry,7,NA,PCR,17.92200143
NA,SM2159,4-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,3-Jul-24,pos,#N/A,U,F,F,0,0,13.59,8.18,6.99,20.3,65,18.74,I,B,5.22,2,2,dry,7,NA,PCR,18.38407415
NA,SMA1429,5-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,1-Jul-24,neg,#N/A,F,F,F,0,BP,9.71,7.59,5.59,17.32,59,13.53,U,NA,NA,2,2,dry,7,NA,PCR,13.68881503
NA,JP5426,5-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,M,M,M,5,CP5,16.67,9.58,7.44,20.83,71,21.9,R,NA,NA,2,2,dry,7,NA,PCR,20.92470769
NA,SM2187,6-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,neg,#N/A,F,F,F,0,BP,14.15,13.24,8.84,21.42,73,24.94,U,NA,NA,2,2,dry,7,NA,PCR,22.03254972
NA,SM2195,6-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,F,F,F,0,BP,17.39,9.07,7.23,19.79,65,19.45,R,NA,NA,2,2,dry,7,NA,PCR,19.58404134
NA,SMC076,19-Jul-23,Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,15-May-24,pos,#N/A,U,F,F,0,0,15.22,NA,NA,31.9,101,43.1,U,NA,NA,2,2,dry,7,NA,PCR,48.18177373
NA,SMC080,1-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,pos,Ref 2,U,F,F,0,0,11.5,10.2,7.5,21.3,68,32.84,I,D,10.3,2,2,dry,8,NA,PCR,29.36719542
NA,SMA1483,1-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,3-Jul-24,neg,#N/A,U,M,M,0,0,9.37,7.42,5.36,20.02,61,13.68,I,B,4.19,2,2,dry,8,NA,PCR,12.77506845
NA,SMA1491,1-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,3-Jul-24,pos,#N/A,U,M,M,0,0,18.9,7.5,5.4,19.3,63,12.43,U,NA,NA,2,2,dry,8,NA,PCR,12.1453616
NA,SMA1518,3-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,3-Jul-24,pos,#N/A,U,M,M,0,0,7,6.6,4.4,18.6,61,12.77,I,A,3.3,2,2,dry,8,NA,PCR,13.06058071
NA,SMA1515,3-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,3-Jul-24,pos,#N/A,U,M,M,0,0,7.9,7,4.3,19,62,12.66,U,NA,NA,2,2,dry,8,NA,PCR,12.61197258
NA,SM2276,8-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,2-Jul-24,neg,#N/A,U,F,F,0,0,12.09,10.63,7.05,21.13,68,21.06,I,A,6.33,2,2,dry,8,NA,PCR,19.16304624
NA,SM2286,8-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,2-Jul-24,neg,#N/A,U,F,F,0,0,11.7,11.3,7.6,19.5,66,18.05,I,B,5.7,2,2,dry,8,NA,PCR,19.54746066
NA,SMA1521,8-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,3-Jul-24,pos,#N/A,M,M,M,3,0,7.46,6.64,4.77,19.76,62,13.75,R,NA,NA,2,2,dry,8,NA,PCR,13.04960242
NA,SM2294,10-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,17-May-24,pos,Ref 1,F,M,M,0,BP,14.74,13.91,9.05,20.24,74,25.9,I,C,9.79,2,2,dry,8,NA,PCR,25.87225802
NA,SMC085,15-Aug-23,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,30-May-24,pos,#N/A,M,F,F,0,CP1,13.75,NA,NA,33.68,104,40.84,U,NA,NA,2,2,dry,8,NA,PCR,38.38068774
NA,SM2329,5-Sep-23,Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,M,M,M,5,0,13.68,8.89,6.72,19.58,70,22.15,R,NA,NA,3,2,dry,9,NA,PCR,22.54751491
NA,SMC093,14-Sep-23,Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,5-Jun-24,pos,Ref 2,F,F,F,0,BP,14,14.1,8.7,20.5,69,20.25,I,D,7.5,3,2,dry,9,NA,PCR,19.67607394
NA,SMC088,14-Sep-23,Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,30-May-24,neg,#N/A,U,M,M,0,0,19.6,NA,NA,32.9,111,48.52,U,NA,NA,3,2,dry,9,NA,PCR,49.14464742
NA,SMA1676,10-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,neg,#N/A,U,F,F,0,0,9.5,7,5.5,16.6,60,13.47,R,NA,NA,3,2,dry,10,NA,PCR,14.21041362
NA,SMC096,11-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,17-May-24,pos,#N/A,U,F,F,0,0,15.4,NA,NA,32.2,103,40.9,R,NA,NA,3,2,dry,10,NA,PCR,44.37458978
NA,SM2414,17-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,15-May-24,neg,#N/A,M,M,M,5,CP2,10.26,11.18,6.64,23.72,79,30.39,R,NA,NA,3,2,dry,10,NA,PCR,32.15508647
NA,SM1766,18-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,5-Jun-24,pos,#N/A,M,M,M,5,0,11.9,11.6,8,25.5,85,28.69,R,NA,NA,3,2,dry,10,NA,PCR,27.67819407
NA,SM2426,20-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,5-Jun-24,neg,#N/A,M,M,M,5,0,11.9,11.59,7.92,24.29,82,27.51,R,NA,NA,3,2,dry,10,NA,PCR,28.23879657
NA,SMC097,20-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,16-May-24,neg,#N/A,M,F,F,0,CP5,16.48,NA,NA,30.07,103,38.03,R,NA,NA,3,2,dry,10,NA,PCR,51.35063909
NA,SM2435,24-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,4-Jun-24,pos,#N/A,M,M,M,4,0,10.41,10.48,6.55,26.32,81,29.77,R,NA,NA,3,2,dry,10,NA,PCR,27.58296181
NA,SM132,27-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,neg,#N/A,M,M,M,5,CP1,10.28,7.6,5.4,17.08,62,14.41,R,NA,NA,3,2,dry,10,NA,PCR,14.78099752
NA,SMA1770,27-Oct-23,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,pos,#N/A,M,M,M,5,CP1,10.1,7.2,5.6,16,63,13,R,NA,NA,3,2,dry,10,NA,PCR,14.22124362
NA,SM2474,5-Dec-23,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,4-Jun-24,pos,#N/A,M,M,M,4,CP4,10.52,11.43,7.47,28.7,85,32.21,R,NA,NA,4,2,dry,12,NA,PCR,26.72175068
NA,SMA1848,12-Dec-23,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,pos,#N/A,M,M,M,5,0,10.47,8.48,5.94,18.67,64,14.31,R,NA,NA,4,2,dry,12,NA,PCR,13.44578959
NA,SM2519,14-Dec-23,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,17-May-24,pos,#N/A,M,M,M,4,CP4,10.48,11.74,6.91,24.73,80,49,U,NA,NA,4,2,dry,12,NA,PCR,49.15865858
NA,SMA1890,18-Dec-23,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,neg,#N/A,F,M,M,0,0,9.22,7.54,5.76,16.97,61,13.69,U,NA,NA,4,2,dry,12,NA,PCR,14.13215336
NA,JP4878,22-Dec-23,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,16-May-24,pos,#N/A,M,M,M,5,CP5,12.07,11.53,7.59,25.25,81,29.25,U,NA,NA,4,2,dry,12,NA,PCR,28.57554801
NA,SM2554,5-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,16-May-24,pos,#N/A,M,M,M,5,CP5,11.79,11.46,7.55,23.74,80,30.23,U,NA,NA,5,3,wet,13,NA,PCR,31.95140242
NA,SMA1913,5-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,30-May-24,neg,#N/A,M,M,M,1,CP2,8.78,7.07,4.64,18.89,61,12.15,U,NA,NA,5,3,wet,13,NA,PCR,12.19109081
NA,SMA1907,5-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,5-Jun-24,neg,#N/A,U,M,M,0,0,9.23,7.02,5.58,19.3,61,13.42,I,A,1.98,5,3,wet,13,NA,PCR,13.11269129
NA,SMA1184,7-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,5-Jun-24,neg,#N/A,U,F,F,0,0,7.89,6.74,4.73,18.06,61,12.23,I,A,4.68,5,3,wet,13,NA,PCR,12.97221255
NA,SM2572,18-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,neg,Ref 2,M,M,M,2,0,12.38,13.08,11,20.16,68,21.74,I,B,5.24,5,3,wet,13,NA,PCR,21.90402912
NA,SM2575,18-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,17-Jul-24,neg,#N/A,U,F,F,0,0,10.95,10.39,8.78,17.71,65,17.47,R,NA,NA,5,3,wet,13,NA,PCR,23.31240597
NA,SM2606,22-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,4-Jun-24,neg,Ref 2,U,F,F,0,0,13,11.96,7.44,18.63,69,18,I,D,10,5,3,wet,13,NA,PCR,21.52140013
NA,SMA1980,22-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,2-Jul-24,neg,Ref 1,M,M,M,1,CP1,10.16,7.07,5.1,17.16,63,13.49,I,C,7.69,5,3,wet,13,NA,PCR,13.77373972
NA,SMA2000,22-Jan-24,Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,2-Jul-24,neg,Ref 2,M,M,M,2,0,8.55,6.91,4.81,15.77,61,12.32,I,C,4.33,5,3,wet,13,NA,PCR,13.67104075
